瘤痢,斥档,力厚,力厚,力厚,力厚,力厚,力厚,力厚,力厚,轨,轨,轨,轨,轨,轨,轨,轨,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,概拳,概拳,概拳,概拳,概拳,概拳,俺唱府,俺唱府,俺唱府,俺唱府,俺唱府,俺唱府,柳崔贰,柳崔贰,柳崔贰,柳崔贰,柳崔贰,柳崔贰,孩唱公,孩唱公,孩唱公,孩唱公,孩唱公,孩唱公,汗件酒,汗件酒,汗件酒,汗件酒,汗件酒,汗件酒,硅唱公,硅唱公,硅唱公,硅唱公,硅唱公,硅唱公
康傣,2006,2006-04-18,-5老,2006-10-10,6老, , , , ,2006-04-12,-5老, , , , , , ,2006-04-07,10老, , , , , , ,2006-04-18,18老, , , , , , , , , , ,2006-04-15,10老, , ,2006-02-18,-7老,2006-03-10,0老, , ,2006-03-04,-8老,2006-03-16,-9老, , ,2006-03-06,-6老,2006-03-20,-4老, , ,2006-03-21,3老,2006-04-01,-2老, , ,2006-03-22,4老,2006-04-10,5老, , ,2006-03-23,4老,2006-04-13,3老, , 
康傣,2007,2007-05-06,13老,2007-10-09,5老, , , , ,2007-04-13,-4老, , , , , , ,2007-04-05,8老, , , , , , ,2007-03-28,-3老, , , , , , , , , , ,2007-04-19,14老, , ,2007-02-15,-10老,2007-02-24,-14老, , ,2007-02-25,-15老,2007-03-23,-2老, , ,2007-02-26,-14老,2007-03-22,-2老, , ,2007-03-08,-10老,2007-03-28,-6老, , ,2007-02-28,-18老,2007-03-31,-5老, , ,2007-03-15,-4老,2007-04-09,-1老, , 
康傣,2008,2008-05-03,10老,2008-10-16,12老, , , , ,2008-04-08,-9老, , , , , , ,2008-03-21,-7老, , , , , , ,2008-03-21,-10老, , , , , , , , , , ,2008-04-14,9老, , ,2008-03-02,6老,2008-03-08,-2老, , ,2008-03-15,3老,2008-03-24,-1老, , ,2008-03-15,3老,2008-03-25,1老, , ,2008-03-20,2老,2008-04-03,0老, , ,2008-03-24,6老,2008-04-05,0老, , ,2008-03-26,7老,2008-04-11,1老, , 
康林,2004,2004-04-21,5老, , , , , , ,2004-03-30,-20老, , , , , , ,2004-03-29,-6老, , , , , , ,2004-03-20,-11老, , , , , , , , , , , , , , ,2004-03-21,-1老,2004-03-30,-6老, , ,2004-03-23,0老,2004-03-31,-2老, , ,2004-03-24,-2老,2004-03-31,-5老, , ,2004-03-27,-2老,2004-04-08,-3老, , ,2004-04-02,-2老,2004-04-11,-4老, , ,2004-04-03,-3老,2004-04-14,-5老, , 
康林,2005,2005-05-04,18老, , , , , , ,2005-04-25,6老, , , , , , ,2005-03-27,-8老, , , , , , ,2005-04-04,4老, , , , , , , , , , ,2005-04-07,3老, , ,2005-03-28,6老,2005-04-04,-1老, , ,2005-03-31,8老,2005-04-05,3老, , ,2005-04-01,6老,2005-04-07,2老, , ,2005-04-03,5老,2005-04-14,3老, , ,2005-04-08,4老,2005-04-18,3老, , ,2005-04-11,5老,2005-04-19,0老, , 
康林,2006,2006-04-14,-2老, , , , , , ,2006-04-28,9老, , , , , , ,2006-03-21,-14老, , , , , , ,2006-03-05,-26老, , , , , , , , , , ,2006-04-09,5老, , ,2006-03-20,-2老,2006-04-01,-4老, , ,2006-03-22,-1老,2006-04-01,-1老, , ,2006-03-25,-1老,2006-04-04,-1老, , ,2006-03-27,-2老,2006-04-10,-1老, , ,2006-04-05,1老,2006-04-18,3老, , ,2006-04-05,-1老,2006-04-21,2老, , 
康林,2007,2007-04-24,8老,包螟 救凳,—, , , , ,2007-04-25,6老, , , , , , ,2007-03-15,-20老, , , , , , ,2007-03-23,-8老, , , , , , , , , , ,2007-03-30,-5老, , ,2007-03-05,-17老,2007-03-29,-7老, , ,2007-03-17,-6老,2007-03-27,-6老, , ,2007-03-20,-6老,2007-03-28,-8老, , ,2007-03-24,-5老,2007-04-08,-3老, , ,2007-04-02,-2老,2007-04-13,-2老, , ,2007-04-04,-2老,2007-04-20,1老, , 
康林,2008,2008-04-15,-1老, , , , , , ,2008-04-21,2老, , , , , , ,2008-03-21,-14老, , , , , , ,2008-04-04,4老, , , , , , , , , , ,2008-04-04,0老, , ,2008-03-16,-6老,2008-04-03,-2老, , ,2008-03-24,1老,2008-04-03,1老, , ,2008-03-22,-4老,2008-04-03,-2老, , ,2008-03-26,-3老,2008-04-08,-3老, , ,2008-04-01,-3老,2008-04-14,-1老, , ,2008-04-03,-3老,2008-04-17,-2老, , 
康玫,2004,2004-04-03,-9老,2004-10-06,0老, , , , ,2004-04-20,-9老, , , , , , ,2004-04-06,-3老, , , , , , ,2004-03-13,-12老, , , , , , , , , , ,包螟 救凳,—, , ,2004-02-16,-6老,2004-02-26,-18老, , ,2004-03-13,0老,2004-03-26,1老, , ,2004-03-16,-3老,2004-03-27,-4老, , ,2004-03-15,-5老,2004-03-28,-6老, , ,2004-03-19,-5老,2004-04-01,-6老, , ,2004-03-22,0老,2004-04-05,-5老, , 
康玫,2005,2005-04-06,-6老,2005-10-06,0老, , , , ,2005-05-07,8老, , , , , , ,2005-04-08,-1老, , , , , , ,2005-03-28,3老, , , , , , , , , , ,包螟 救凳,—, , ,2005-02-23,1老,2005-03-10,-5老, , ,2005-03-22,9老,2005-04-01,7老, , ,2005-03-28,9老,2005-04-04,4老, , ,2005-03-25,5老,2005-04-07,4老, , ,2005-04-01,8老,2005-04-14,7老, , ,2005-04-01,10老,2005-04-14,4老, , 
康玫,2006,2006-04-03,-9老,2006-10-06,0老, , , , ,2006-04-27,-2老, , , , , , ,2006-04-05,-4老, , , , , , ,2006-03-08,-17老, , , , , , , , , , , , , , ,2006-02-27,5老,2006-03-11,-4老, , ,2006-03-15,2老,2006-03-22,-3老, , ,2006-03-15,-4老,2006-03-27,-4老, , ,2006-03-23,3老,2006-04-04,1老, , ,2006-03-29,5老,2006-04-10,3老, , ,2006-03-24,2老,2006-04-10,0老, , 
康玫,2007,2007-04-17,5老,2007-10-07,1老, , , , ,2007-05-03,4老, , , , , , ,2007-04-10,1老, , , , , , ,2007-03-22,-3老, , , , , , , , , , , , , , ,2007-02-26,4老,2007-03-12,-3老, , ,2007-03-12,-1老,2007-03-20,-5老, , ,2007-03-12,-7老,2007-03-21,-10老, , ,2007-03-22,2老,2007-04-01,-2老, , ,2007-03-21,-3老,2007-04-04,-3老, , ,2007-03-21,-1老,2007-04-02,-8老, , 
康玫,2008,2008-04-21,9老, , , , , , ,2008-05-07,8老, , , , , , ,2008-04-12,3老, , , , , , ,2008-03-17,-8老, , , , , , , , , , , , , , ,2008-03-05,12老,2008-03-22,7老, , ,2008-03-17,4老,2008-03-25,0老, , ,2008-03-20,1老,2008-03-28,-3老, , ,2008-03-26,6老,2008-04-04,1老, , ,2008-03-26,2老,2008-04-11,4老, , ,2008-03-24,2老,2008-04-12,2老, , 
匡釜档,2004,2004-04-09,-5老,2004-09-22,-4老, , , , , , , , , , , , , , , , , , , , ,2004-04-09,-5老, , , , , , , , , , , , , , ,2004-03-10,1老,2004-03-17,-4老, , ,2004-03-18,-1老,2004-03-29,0老, , ,2004-03-18,-2老,2004-03-24,-5老, , ,2004-03-24,-2老,2004-04-02,-3老, , ,2004-04-01,2老,2004-04-12,0老, , ,2004-04-08,4老,2004-04-14,-4老, , 
匡釜档,2005,2005-04-15,1老,2005-09-24,-2老, , , , , , , , , , , , , , , , , , , , ,2005-04-08,-6老, , , , , , , , , , , , , , ,2005-03-14,5老,2005-03-27,6老,2005-04-05,12老,2005-03-28,9老,2005-04-08,10老,2005-04-19,15老,2005-03-29,9老,2005-04-09,11老,2005-04-19,15老,2005-04-03,8老,2005-04-13,8老,2005-04-22,13老,2005-04-07,8老,2005-04-18,6老,2005-04-27, ,2005-04-16,12老,2005-04-24,6老,2005-04-30, 
匡釜档,2006,2006-04-13,-1老,2006-09-18,-8老, , , , ,搬螟,—, , , , , , ,搬螟,—, , , , , , ,2006-04-05,-9老, , , , , , , , , , ,搬螟,—, , ,2006-03-24,15老,2006-04-03,13老, , ,2006-03-16,-3老,2006-03-29,0老, , ,2006-03-24,4老,2006-03-29,0老, , ,2006-04-01,6老,2006-04-06,1老, , ,2006-03-26,-4老,2006-04-06,-6老, , ,2006-04-05,1老,2006-04-14,-4老, , 
匡釜档,2007,2007-04-27,13老,2007-10-06,10老, , , , ,包螟 救凳,—, , , , , , ,2007-04-30, , , , , , , ,2007-04-26,12老, , , , , , , , , , ,2007-04-15, , , ,2007-02-27,-10老,2007-03-23,2老, , ,2007-03-04,-15老,2007-03-28,-1老, , ,2007-03-04,-16老,2007-03-25,-4老, , ,2007-03-28,2老,2007-04-03,-2老, , ,2007-04-06,7老,2007-04-16,4老, , ,2007-04-05,1老,2007-04-15,-3老, , 
匡釜档,2008,2008-03-29,-16老,2008-10-10,14老, , , , ,包螟 救凳,—, , , , , , ,2008-04-25, , , , , , , ,2008-05-01,17老, , , , , , , , , , ,2008-04-25, , , ,2008-03-01,-8老,2008-03-17,-4老, , ,2008-03-17,-2老,2008-03-24,-5老, , ,2008-03-17,-3老,2008-03-24,-5老, , ,2008-03-18,-8老,2008-04-03,-2老, , ,2008-04-04,5老,2008-04-16,4老, , ,2008-03-27,-8老,2008-04-16,-2老, , 
匡釜档,2009,2009-04-06,-8老,2009-10-15,19老, , , , ,包螟 救凳,—, , , , , , ,搬螟,—, , , , , , ,2009-05-02,18老, , , , , , , , , , ,2009-05-02, , , ,2009-03-04,-5老,2009-03-20,-1老, , ,2009-03-15,-4老,2009-03-22,-7老, , ,2009-03-09,-11老,2009-03-23,-6老, , ,2009-03-20,-6老,2009-04-05,0老, , ,2009-04-02,3老,2009-04-15,3老, , ,2009-03-25,-10老,2009-04-12,-6老, , 
匡釜档,2010,2010-04-20,6老,2010-10-01,5老, , , , ,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,2010-04-16,2老, , , , , , ,2010-05-05, , , ,2010-05-05, , , ,2010-03-22,13老,2010-04-01,11老, , ,2010-03-27,8老,2010-04-03,5老, , ,2010-03-27,7老,2010-04-05,7老, , ,2010-03-29,3老,2010-04-06,1老, , ,2010-03-24,-6老,2010-04-10,-2老, , ,2010-03-27,-8老,2010-04-20,2老, , 
匡釜档,2011,2011-04-27,13老,2011-09-30,4老, , , , ,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,2011-04-13,-1老, , , , , , ,搬螟,—, , ,搬螟,—, , ,2011-03-11,2老,2011-03-18,-3老, , ,2011-03-28,9老,2011-04-06,8老, , ,2011-03-28,8老,2011-04-06,8老, , ,2011-03-29,3老,2011-04-10,5老, , ,2011-03-26,-4老,2011-04-22,10老, , ,2011-03-28,-7老,2011-05-01,13老, , 
匡釜档,2012,2012-04-30,16老,包螟 救凳,—, , , , ,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,2012-04-19,5老, , , , , , ,包螟 救凳,—, , ,包螟 救凳,—, , ,2012-03-14,5老,2012-04-04,14老, , ,2012-04-01,13老,2012-04-10,12老, , ,2012-04-04,15老,2012-04-11,13老, , ,2012-04-05,10老,2012-04-14,9老, , ,2012-04-10,11老,2012-04-24,12老, , ,2012-04-14,10老,2012-05-02,14老, , 
匡釜档,2013,2013-04-10,-4老,包螟 救凳,—, , , , ,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,2013-04-21,7老, , , , , , , , , , ,包螟 救凳,—, , ,2013-03-06,-3老,2013-03-26,5老, , ,2013-03-08,-11老,2013-03-17,-12老, , ,2013-03-16,-4老,2013-04-01,3老, , ,2013-03-29,3老,2013-04-12,7老, , ,2013-03-28,-2老,2013-04-15,3老, , ,2013-04-03,-1老,2013-04-20,2老, , 
匡釜档,2014,2014-03-23,-22老, , , , , , , , , , , , , , , , , , , , , , ,2014-04-20,6老, , , , , , , , , , , , , , ,2014-03-09,0老,2014-03-19,-2老, , ,2014-03-03,-16老,2014-03-15,-14老, , ,2014-03-19,-1老,2014-03-27,-2老, , ,2014-03-20,-6老,2014-04-02,-3老, , ,2014-03-20,-10老,2014-03-29,-14老, , ,2014-03-25,-10老,2014-04-02,-16老, , 
匡釜档,2015,2015-04-22,8老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 救凳,—, , , , , , ,2015-04-09,-5老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2015-03-05,-4老,2015-03-17,-4老,包螟 救凳,—,2015-03-19,0老,2015-03-28,-1老,包螟 救凳,—,2015-03-19,-1老,2015-03-28,-1老,包螟 救凳,—,2015-03-25,-1老,2015-04-02,-3老,包螟 救凳,—,2015-03-27,-3老,2015-04-12,0老,包螟 救凳,—,2015-03-30,-5老,2015-04-16,-2老,包螟 救凳,—
匡釜档,2016,2016-03-29,-16老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 救凳,—, , , , , , ,2016-04-11,-3老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2016-03-04,-5老,2016-03-19,-2老,2016-03-27,3老,2016-03-20,1老,2016-03-29,0老,2016-04-01,-3老,2016-03-21,1老,2016-03-29,0老,2016-04-02,-2老,2016-03-27,1老,2016-04-02,-3老,2016-04-06,-3老,2016-03-28,-2老,2016-04-12,0老,2016-04-15, ,2016-03-29,-6老,2016-04-12,-6老,2016-04-15, 
匡釜档,2017,2017-04-27,13老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2017-04-16,2老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2017-02-27,-10老,2017-03-04,-17老,2017-03-13,-11老,2017-03-20,1老,2017-03-30,1老,2017-04-03,-1老,2017-03-19,-1老,2017-03-29,0老,2017-04-04,0老,2017-03-22,-4老,2017-04-03,-2老,2017-04-07,-2老,2017-03-30,0老,2017-04-12,0老,2017-04-15, ,2017-04-03,-1老,2017-04-16,-2老,2017-04-19, 
匡釜档,2018,2018-04-20,6老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2018-04-14,0老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2018-03-12,3老,2018-03-25,4老,2018-04-01,8老,2018-03-18,-1老,2018-03-27,-2老,2018-04-01,-3老,2018-03-18,-2老,2018-03-27,-2老,2018-03-31,-4老,2018-03-23,-3老,2018-04-02,-3老,2018-04-09,0老,2018-03-27,-3老,2018-04-08,-4老,2018-04-11, ,2018-03-31,-4老,2018-04-14,-4老,2018-04-17, 
匡釜档,2019,2019-04-18,4老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 救凳,—, , , , , , ,2019-03-21,-24老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2019-01-25,-43老,2019-02-06,-43老,2019-02-25,-27老,2019-03-13,-6老,2019-03-14,-15老,2019-03-20,-15老,2019-03-15,-5老,2019-03-20,-9老,2019-03-24,-11老,2019-03-18,-8老,2019-03-20,-16老,2019-03-26,-14老,2019-02-20,-38老,2019-03-18,-25老,2019-03-25, ,2019-04-04,0老,2019-04-08,-10老,2019-04-13, 
匡釜档,2020,2020-04-11,-3老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 救凳,—, , , , , , ,2020-03-18,-27老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2020-01-25,-44老,2020-02-07,-43老,2020-02-16,-37老,2020-03-18,-1老,2020-03-23,-6老,2020-03-26,-9老,2020-03-15,-5老,2020-03-18,-11老,2020-03-22,-13老,2020-03-22,-4老,2020-03-25,-11老,2020-03-31,-9老,2020-03-22,-8老,2020-03-25,-18老,2020-03-31, ,2020-03-16,-19老,2020-04-06,-12老,2020-04-12, 
匡釜档,2021,2021-04-14,0老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 救凳,—, , , , , , ,2021-03-22,-23老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2021-01-28,-40老,2021-02-10,-39老,2021-02-15,-37老,2021-03-10,-9老,2021-03-22,-7老,2021-03-25,-10老,2021-03-13,-7老,2021-03-19,-10老,2021-03-21,-14老,2021-03-22,-4老,2021-03-24,-12老,2021-03-28,-12老,2021-03-22,-8老,2021-03-25,-18老,2021-03-29, ,2021-03-18,-17老,2021-04-05,-13老,2021-04-12, 
匡釜档,2022,2022-04-10,-4老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 救凳,—, , , , , , ,2022-04-04,-10老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2022-02-27,-10老,2022-03-08,-13老,2022-03-14,-10老,2022-03-17,-2老,2022-03-28,-1老,2022-04-03,-1老,2022-03-28,8老,2022-04-02,4老,2022-04-06,2老,2022-03-26,0老,2022-04-04,-1老,2022-04-06,-3老,2022-03-28,-2老,2022-04-08,-4老,2022-04-18, ,2022-03-30,-5老,2022-04-07,-11老,2022-04-18, 
匡釜档,2023,2023-03-09,-36老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2023-03-21,-24老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2023-02-17,-20老,2023-02-26,-23老,2023-03-03,-21老,2023-03-10,-9老,2023-03-16,-13老,2023-03-20,-15老,2023-03-16,-4老,2023-03-21,-8老,2023-03-26,-9老,2023-03-11,-15老,2023-03-20,-16老,2023-03-24,-16老,2023-03-27,-3老,2023-04-05,-7老,2023-04-10, ,2023-03-24,-11老,2023-04-01,-17老,2023-04-09, 
匡釜档,2024,2024-03-29,-16老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2024-03-16,-29老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2024-02-03,-35老,2024-02-14,-36老,2024-02-24,-29老,2024-03-08,-11老,2024-03-28,-1老,2024-04-03,-1老,2024-03-24,4老,2024-03-31,2老,2024-04-06,2老,2024-03-17,-9老,2024-03-27,-9老,2024-04-02,-7老,2024-04-08,9老,2024-04-14,2老,2024-04-17, ,2024-04-01,-3老,2024-04-08,-10老,2024-04-14, 
匡柳,2004,2004-04-06,-10老,2004-10-08,3老, , , , ,2004-04-25,-23老, , , , , , ,2004-03-27,-4老, , , , , , ,2004-03-23,-17老, , , , , , , , , , ,2004-03-28,-22老, , ,2004-02-05,-22老,2004-02-18,-24老, , ,2004-03-11,-1老,2004-03-24,-2老, , ,2004-03-10,-4老,2004-03-23,-3老, , ,2004-03-16,-2老,2004-03-30,-5老, , ,2004-03-16,-4老,2004-03-30,-5老, , ,2004-03-19,-3老,2004-04-05,-4老, , 
匡柳,2005,2005-04-10,-6老,2005-10-11,6老, , , , ,2005-05-17,-1老, , , , , , ,2005-04-21,21老, , , , , , ,2005-04-05,-4老, , , , , , , , , , ,2005-03-28,-22老, , ,2005-02-09,-18老,2005-02-23,-18老, , ,2005-03-19,7老,2005-03-27,1老, , ,2005-03-20,6老,2005-04-02,7老, , ,2005-03-27,9老,2005-04-07,3老, , ,2005-03-26,6老,2005-04-11,7老, , ,2005-04-01,10老,2005-04-13,4老, , 
匡柳,2006,2006-04-18,2老,2006-10-10,5老, , , , ,2006-07-21,64老, , , , , , ,2006-04-19,19老, , , , , , ,2006-04-18,9老, , , , , , , , , , ,2006-04-15,-4老, , ,2006-02-20,-7老,2006-03-13,0老, , ,2006-02-24,-16老,2006-03-14,-12老, , ,2006-03-06,-8老,2006-03-20,-6老, , ,2006-03-18,0老,2006-04-03,-1老, , ,2006-03-22,2老,2006-04-03,-1老, , ,2006-03-24,2老,2006-04-07,-2老, , 
匡柳,2007,2007-04-15,-1老,2007-10-08,3老, , , , ,2007-04-17,-31老, , , , , , ,2007-04-05,5老, , , , , , ,2007-04-12,3老, , , , , , ,2007-04-10, , , ,2007-04-10,-9老, , ,2007-02-16,-11老,2007-02-27,-14老, , ,2007-02-26,-14老,2007-03-22,-4老, , ,2007-02-26,-16老,2007-03-23,-3老, , ,2007-03-09,-9老,2007-03-30,-5老, , ,2007-02-28,-20老,2007-03-30,-5老, , ,2007-03-14,-8老,2007-04-07,-2老, , 
匡柳,2008,2008-04-21,5老,2008-10-18,13老, , , , ,2008-04-13,-35老, , , , , , ,2008-04-06,6老, , , , , , ,2008-04-08,-1老, , , , , , ,2008-04-09, , , ,2008-04-15,-4老, , ,2008-03-01,3老,2008-03-07,-6老, , ,2008-03-15,3老,2008-03-25,-1老, , ,2008-03-15,1老,2008-03-24,-2老, , ,2008-03-20,2老,2008-04-05,1老, , ,2008-03-24,4老,2008-04-03,-1老, , ,2008-03-24,2老,2008-04-08,-1老, , 
匡柳,2009,2009-04-13,-3老,2009-10-12,7老, , , , ,2009-05-03,-15老, , , , , , ,2009-03-30,-1老, , , , , , ,2009-06-10,62老, , , , , , , , , , ,2009-04-08,-11老, , ,2009-02-16,-11老,2009-02-25,-16老, , ,2009-03-11,-1老,2009-03-18,-8老, , ,2009-03-11,-3老,2009-03-17,-9老, , ,2009-03-18,0老,2009-03-30,-5老, , ,2009-03-18,-2老,2009-03-27,-8老, , ,2009-03-24,2老,2009-04-06,-3老, , 
匡柳,2010,2010-05-13,27老,包螟 救凳,—, , , , ,2010-07-14,57老, , , , , , ,2010-03-28,-3老, , , , , , ,2010-05-04,25老, , , , , , , , , , ,2010-05-10,21老, , ,2010-03-02,3老,2010-03-14,1老, , ,2010-03-18,6老,2010-04-02,7老, , ,2010-03-15,1老,2010-04-02,7老, , ,2010-03-27,9老,2010-04-17,13老, , ,2010-03-31,11老,2010-04-19,15老, , ,2010-04-01,10老,2010-04-25,16老, , 
匡柳,2011,2011-04-25,9老,包螟 救凳,—, , , , ,2011-08-03,77老, , , , , , ,2011-04-15,15老, , , , , , ,2011-04-14,5老, , , , , , , , , , ,2011-04-27,8老, , ,2011-03-07,8老,2011-03-19,6老, , ,2011-03-15,3老,2011-04-02,7老, , ,2011-03-15,1老,2011-04-06,11老, , ,2011-03-19,1老,2011-04-10,6老, , ,2011-04-03,14老,2011-04-14,10老, , ,2011-03-30,8老,2011-04-12,3老, , 
匡柳,2012,2012-04-06,-10老,2012-09-27,-8老, , , , ,2012-08-17,91老, , , , , , ,2012-04-22,22老, , , , , , ,2012-04-24,15老, , , , , , , , , , ,2012-04-15,-4老, , ,2012-03-20,22老,2012-03-30,17老, , ,2012-03-23,11老,2012-04-05,10老, , ,2012-03-28,14老,2012-04-02,7老, , ,2012-03-29,11老,2012-04-12,8老, , ,2012-04-06,17老,2012-04-13,9老, , ,2012-04-09,18老,2012-04-15,6老, , 
匡柳,2013,2013-04-11,-5老,2013-09-20,-15老, , , , ,2013-07-24,67老, , , , , , ,2013-02-28,-31老, , , , , , ,2013-04-03,-6老, , , , , , , , , , ,2013-04-19,0老, , ,2013-03-03,4老,2013-03-15,2老, , ,2013-03-12,0老,2013-03-20,-6老, , ,2013-03-14,0老,2013-03-20,-6老, , ,2013-03-19,1老,2013-04-03,-1老, , ,2013-03-21,1老,2013-04-05,1老, , ,2013-03-24,2老,2013-04-08,-1老, , 
匡柳,2014,2014-04-12,-4老,2014-10-08,3老, , , , ,2014-04-24,-24老, , , , , , ,2014-02-26,-33老, , , , , , ,2014-04-07,-2老, , , , , , , , , , ,2014-04-11,-8老, , ,2014-03-06,7老,2014-03-16,3老, , ,2014-03-18,6老,2014-03-23,-3老, , ,2014-03-18,4老,2014-03-26,0老, , ,2014-03-24,6老,2014-03-31,-4老, , ,2014-03-24,4老,2014-04-09,5老, , ,2014-03-25,3老,2014-04-03,-6老, , 
匡柳,2015,2015-04-15,-1老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2015-04-01,1老, , , , , , ,2015-04-10,1老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2015-03-12,13老,2015-03-23,10老,2015-03-31, ,2015-03-19,7老,2015-03-26,0老,2015-04-03, ,2015-03-20,6老,2015-03-27,1老,2015-04-06, ,2015-03-23,5老,2015-03-31,-4老,2015-04-03, ,2015-03-27,7老,2015-04-10,6老,2015-04-17, ,2015-03-23,1老,2015-04-03,-6老,2015-04-10, 
狼己,2004,2004-04-24,7老,2004-10-02,-12老, , , , ,2004-05-16,15老, , , , , , ,2004-05-02,15老, , , , , , ,2004-03-28,-7老, , , , , , , , , , ,包螟 救凳,—, , ,2004-03-22,-1老,2004-03-29,-7老, , ,2004-03-22,0老,2004-03-30,-3老, , ,2004-03-23,-4老,2004-04-03,-4老, , ,2004-03-30,-1老,2004-04-06,-4老, , ,2004-04-03,1老,2004-04-11,-3老, , ,2004-04-07,4老,2004-04-12,-4老, , 
狼己,2005,2005-05-14,27老,2005-10-20,6老, , , , ,2005-04-26,-5老, , , , , , ,2005-04-02,-15老, , , , , , ,2005-04-01,-3老, , , , , , , , , , ,包螟 救凳,—, , ,2005-03-26,3老,2005-04-07,2老, , ,2005-03-26,4老,2005-04-06,4老, , ,2005-04-01,5老,2005-04-11,4老, , ,2005-04-02,2老,2005-04-12,2老, , ,2005-04-07,5老,2005-04-16,2老, , ,2005-04-07,4老,2005-04-16,0老, , 
狼己,2006,2006-04-13,-4老, , , , , , ,2006-04-23,-8老, , , , , , ,2006-04-05,-12老, , , , , , ,2006-04-05,1老, , , , , , , , , , , , , , ,2006-03-23,0老,2006-04-06,1老, , ,2006-03-22,0老,2006-04-03,1老, , ,2006-04-01,5老,2006-04-09,2老, , ,2006-04-02,2老,2006-04-11,1老, , ,2006-04-05,3老,2006-04-21,7老, , ,2006-04-05,2老,2006-04-17,1老, , 
狼己,2007,2007-04-18,1老, , , , , , ,2007-04-24,-7老, , , , , , ,2007-04-17,0老, , , , , , ,2007-04-10,6老, , , , , , , , , , , , , , ,2007-03-23,0老,2007-03-27,-9老, , ,2007-03-21,-1老,2007-03-28,-5老, , ,2007-03-30,3老,2007-04-04,-3老, , ,2007-04-04,4老,2007-04-10,0老, , ,2007-04-02,0老,2007-04-13,-1老, , ,2007-04-10,7老,2007-04-17,1老, , 
狼己,2008,2008-04-18,1老, , , , , , , , , , , , , , ,2008-04-07,-10老, , , , , , ,2008-04-04,0老, , , , , , , , , , , , , , ,2008-03-31,8老,2008-04-04,-1老, , ,2008-03-24,2老,2008-04-03,1老, , ,2008-03-31,4老,2008-04-06,-1老, , ,2008-04-02,2老,2008-04-08,-2老, , ,2008-04-08,6老,2008-04-15,1老, , ,2008-04-10,7老,2008-04-16,0老, , 
